titre,nbvotespresse,nbvotespublic,notepresse,notepublic
Ange,1.0,80.0,5.0,3.8
Antilles sur Seine,10.0,89.0,2.7,2.0
Après l'océan,11.0,32.0,3.3,2.7
Après la bataille,16.0,59.0,2.8,3.2
Araf- Quelque part entre deux,6.0,12.0,3.0,3.4
Arrivederci amore- ciao,14.0,346.0,3.6,3.0
Assassination Tango,16.0,75.0,3.8,3.2
Atlas,10.0,6.0,2.9,3.3
Au bonheur des hommes,11.0,10.0,2.3,2.6
Au galop,18.0,147.0,2.8,2.5
Au revoir,18.0,122.0,3.6,3.2
Au voleur,13.0,64.0,3.5,3.1
Avanim,21.0,49.0,4.4,3.6
Avril brisé,8.0,129.0,3.4,3.8
Bab el web,16.0,79.0,3.0,2.1
Babar- roi des elephants,3.0,71.0,3.7,3.4
Babel,6.0,42.0,2.7,2.0
Baby Balloon,11.0,101.0,2.7,2.9
Baby Boy Frankie,13.0,46.0,3.8,3.4
Bangkok dangerous,11.0,181.0,3.0,3.0
Be With Me,22.0,162.0,4.6,3.6
Beautiful Valley,9.0,23.0,3.3,3.1
Beijing Stories,12.0,36.0,3.1,3.2
Bella e Perduta,11.0,32.0,3.7,2.9
Bénarès,15.0,10.0,2.8,3.4
Better Things,18.0,30.0,3.4,2.8
Bienvenue à Cedar Rapids,6.0,122.0,2.0,2.2
Bienvenue à Collinwood,13.0,161.0,3.0,2.7
Biguine,8.0,12.0,3.3,3.3
Blanche Neige,3.0,6.0,2.0,3.0
Blanka,9.0,16.0,3.2,3.3
Blonde Ambition,1.0,44.0,1.0,2.4
Bloody Angels,14.0,17.0,3.6,3.5
Blue gate crossing,13.0,84.0,3.6,3.8
Boccace 70,1.0,46.0,4.0,3.4
Bon plan,13.0,15.0,2.7,2.9
Bonsái,12.0,62.0,2.9,3.0
Bosta l'autobus,10.0,46.0,3.3,3.2
Bovines,14.0,131.0,3.4,3.5
Boxing Gym,20.0,54.0,4.2,3.4
Brave Story,16.0,178.0,3.4,3.4
Breaking news,18.0,1042.0,3.8,2.9
Brigadoon,1.0,158.0,5.0,3.9
Bukowski,14.0,59.0,3.6,3.8
Cabale à Kaboul,10.0,6.0,3.3,2.9
Calle 54,14.0,5.0,3.7,3.3
Cañada Morrison,10.0,29.0,2.8,3.3
Caos Calmo,19.0,139.0,3.2,3.1
Caótica Ana,8.0,33.0,1.9,2.7
Caresses,3.0,2.0,2.7,3.0
Carlitos Medellin,10.0,11.0,3.5,3.2
Carmen Jones,1.0,26.0,5.0,3.4
Carnages,17.0,41.0,3.4,3.3
Casa Grande,12.0,107.0,3.5,3.3
Casablancas- lhomme qui aimait les femmes,15.0,22.0,2.5,3.3
Casting Sauvage,7.0,22.0,2.9,3.5
Cavalier Express,5.0,9.0,3.8,3.2
Ce jour-là,15.0,66.0,3.8,2.9
Ceci nest pas un film,13.0,88.0,4.1,3.1
Cecil B. Demented,21.0,153.0,3.4,3.4
Célibataires,15.0,149.0,1.3,1.7
Cérémonie secrète,1.0,47.0,5.0,3.4
Charleston & Vendetta,5.0,49.0,2.8,2.6
Charmant garçon,13.0,13.0,3.0,2.7
Chemins de traverse,20.0,56.0,4.0,2.7
Cherry Blossoms,16.0,145.0,3.3,3.9
Christmas,11.0,36.0,3.5,2.4
Ciao Stefano,21.0,218.0,3.4,3.1
Citizen Welles,5.0,45.0,2.8,3.1
Clodo,2.0,1.0,3.0,3.0
Coeur animal,5.0,10.0,2.8,3.1
Combat d'amour en songe,17.0,8.0,2.7,2.7
Comme le vent,20.0,56.0,3.4,3.4
Comme une bête,5.0,51.0,3.0,3.1
Company Man,8.0,27.0,2.6,2.6
Concerning Violence,9.0,24.0,3.3,3.6
Công Binh la longue nuit indochinoise,10.0,31.0,3.7,3.7
Connie et Carla,11.0,53.0,3.5,3.1
Cops,3.0,133.0,3.3,3.3
Cravate club,15.0,130.0,2.7,2.4
Crime contre l'Humanité,3.0,37.0,2.0,2.6
Cyclone à la Jamaïque,5.0,38.0,4.8,3.1
Cyrus,18.0,420.0,3.1,2.2
Damnation,7.0,71.0,4.1,3.8
Dance me to my Song,8.0,6.0,3.3,3.1
Dancing at the Blue Iguana,15.0,16.0,3.1,3.2
Dans la peau de Jacques Chirac,24.0,1236.0,3.2,2.7
Dans la vie,25.0,137.0,3.9,2.8
Daratt,20.0,109.0,4.0,3.0
Dark Horse,22.0,125.0,3.1,2.3
De l'autre côté,8.0,4.0,3.6,2.9
De l'usage du sex toy en temps de crise,10.0,12.0,3.2,3.2
De la guerre,20.0,133.0,2.8,2.5
De particulier à particulier,19.0,36.0,2.9,2.7
De quelle planète viens-tu ?,4.0,54.0,2.3,2.3
De-Lovely,11.0,41.0,2.5,3.5
Dead or Alive 2,17.0,127.0,3.4,3.5
Déchirés / Graves,10.0,7.0,2.4,2.9
Défense d'aimer,14.0,8.0,3.5,2.6
Demonlover,23.0,144.0,3.6,2.3
Der Samurai,9.0,41.0,2.8,2.8
Dernier maquis,21.0,102.0,3.5,2.8
Dernière Séance,22.0,153.0,2.8,2.2
Dervis,10.0,3.0,2.8,2.9
Des enfants qui s'aiment,13.0,6.0,2.8,3.3
Des monstres et des hommes,11.0,27.0,3.5,3.4
Des plumes dans la tête,12.0,7.0,3.2,2.8
Destination Himalaya,8.0,20.0,3.1,3.0
Deux de la vague,13.0,20.0,2.8,2.8
Deux têtes folles,1.0,103.0,5.0,3.5
Dharma Guns,13.0,35.0,3.1,2.7
Diana Vreeland: The Eye Has To Travel,15.0,30.0,3.3,3.6
Dickie Roberts : ex-enfant star,4.0,58.0,2.5,2.6
Disgrace,16.0,144.0,2.8,2.9
Distance,16.0,18.0,3.3,3.3
Donoma,19.0,402.0,3.9,3.8
Dossier secret (Mr Arkadin),3.0,195.0,5.0,3.9
Droit au coeur,6.0,48.0,2.8,3.4
Du bleu jusqu'en Amérique,9.0,32.0,2.9,2.5
Du Mali au Mississippi,15.0,70.0,3.9,3.5
Dubaï Flamingo,9.0,32.0,1.6,2.4
Eastern Plays,16.0,111.0,3.7,3.8
Eat Sleep Die,15.0,37.0,3.7,3.0
El misterio Galíndez,1.0,8.0,2.0,3.1
Elle s'appelle Sabine,17.0,292.0,4.2,3.4
Emporte-moi,10.0,4.0,3.1,3.0
En attendant le bonheur,18.0,18.0,4.2,3.1
En pays cannibale,7.0,46.0,1.9,3.6
Enfants valises,9.0,42.0,3.3,3.2
Entrée du personnel,16.0,31.0,3.9,3.6
Epilogue,8.0,29.0,3.4,3.6
Ertan ou la destinée,8.0,19.0,2.9,3.0
Esperanza et ses saints,12.0,1.0,3.1,3.0
Esprit d'équipe,8.0,26.0,1.9,2.4
Europolis,7.0,10.0,2.4,2.9
Exes,12.0,24.0,1.6,2.1
Extérieur- nuit,6.0,56.0,4.2,3.3
Faces,1.0,231.0,5.0,3.9
Familles à vendre,18.0,24.0,2.7,2.7
Fantasia,12.0,36.0,2.8,3.1
Far North,14.0,46.0,2.8,3.0
Faro- la reine des eaux,5.0,4.0,3.2,3.0
Fascination,1.0,10.0,2.0,2.8
Fashion Maman,9.0,576.0,2.2,2.6
Fausto 5.0,16.0,68.0,3.1,2.8
Fenêtre sur l'âme,10.0,3.0,2.9,2.8
Fifi hurle de joie,13.0,37.0,3.6,3.0
Fille ou garçon- mon sexe n'est pas mon genre,5.0,5.0,3.8,2.9
Fils de,17.0,14.0,2.8,2.7
Fin de partie,15.0,60.0,3.7,3.6
Five Thirteen,8.0,57.0,2.3,2.9
Fix ME,12.0,29.0,2.8,3.2
Flammes,5.0,10.0,4.6,2.9
For Your Consideration,14.0,20.0,2.9,2.6
Fracassés,2.0,36.0,2.0,2.4
Freakonomics,12.0,39.0,2.6,2.5
Frère Noël,6.0,156.0,1.5,2.5
Fric-frac,1.0,118.0,4.0,3.8
Full-Tilt Boogie,2.0,100.0,3.0,3.1
Gaetan et Rachel en toute innocence,10.0,1.0,2.5,3.0
Gangs of Wasseypur - Part 1,14.0,157.0,4.1,3.5
Garage,18.0,219.0,3.6,2.9
Gaza-strophe- Palestine,5.0,58.0,3.2,3.6
Genpin,13.0,17.0,3.1,3.6
Gentlemen Broncos,3.0,77.0,1.3,2.4
George Michael : mon histoire,21.0,32.0,2.7,3.3
Gimme the Loot,16.0,178.0,3.6,2.8
Giselle,1.0,13.0,3.0,3.5
Glastonbury,12.0,24.0,4.1,3.1
Glenn,1.0,85.0,2.0,1.7
Gloria,11.0,58.0,2.5,2.4
Glory to the Filmmaker !,19.0,90.0,3.1,3.0
Gloss,17.0,11.0,2.6,3.1
Goodbye Lover,7.0,38.0,3.0,3.0
Goya en Burdeos,9.0,19.0,3.3,3.1
Greetings,5.0,94.0,3.4,3.1
Haïti : la fin des chimères ?,10.0,3.0,4.0,3.0
Happy Ever Afters,8.0,22.0,1.6,2.9
Hé Arnold ! le film,7.0,113.0,2.9,2.7
Hell and Back Again,11.0,35.0,3.4,3.1
Hijack Stories,18.0,39.0,3.6,3.2
Himalaya- le chemin du ciel,6.0,30.0,3.8,3.6
Hiver nomade,14.0,54.0,3.6,3.9
Home for Christmas,13.0,47.0,3.1,3.1
Hop,6.0,5.0,3.0,2.9
Hors des sentiers battus,8.0,8.0,3.3,3.0
I Wish I Knew- histoires de Shanghai,15.0,75.0,3.5,2.8
Idlewild gangsters club,7.0,77.0,2.3,3.5
If Only,8.0,16.0,3.4,3.4
Il a plu sur le grand paysage,10.0,7.0,4.0,3.3
Il était une fois Jesus,8.0,16.0,2.9,3.5
Il était une fois Veronica,9.0,8.0,2.4,3.0
Il Sole Nero,1.0,4.0,2.0,2.7
Illumination,17.0,8.0,3.3,3.1
Images de femmes ou le corset social,10.0,9.0,2.2,3.0
Impunité,12.0,13.0,3.3,3.3
Inch'allah dimanche,18.0,38.0,3.4,3.2
Indigène d'Eurasie,13.0,28.0,2.8,2.8
Inside Deep Throat,17.0,60.0,4.0,3.3
Insurrection / résurrection,11.0,2.0,2.6,3.0
Invisible,8.0,14.0,3.1,2.9
Ipcress - Danger immédiat,5.0,66.0,3.4,3.6
Iran sous le voile des apparences,14.0,2.0,3.7,2.9
Irène,19.0,87.0,4.4,2.9
Jalla! Jalla!,14.0,16.0,3.4,3.1
Jane Eyre,1.0,63.0,3.0,3.7
Jar City,21.0,405.0,3.0,2.6
Je ne dis pas non,6.0,27.0,2.5,2.4
Je ne suis pas lui,9.0,7.0,3.2,3.1
Je ne suis pas mort,12.0,81.0,3.3,3.2
Je suis vivante et je vous aime,8.0,10.0,3.0,3.1
Je veux seulement que vous m'aimiez,15.0,57.0,4.2,3.6
Je veux tout,7.0,29.0,3.1,2.5
Jeunesse,12.0,21.0,3.2,2.9
Jojo la frite,9.0,9.0,2.7,2.6
Joseph et la fille,11.0,64.0,1.9,2.3
Jour blanc,9.0,11.0,2.3,3.1
Jours de pêche en Patagonie,12.0,160.0,3.7,3.3
Jugatsu,9.0,246.0,3.9,3.3
Juha,12.0,30.0,3.9,3.2
Julius et le Père Noël,7.0,9.0,3.3,3.0
Just Another Love Story,12.0,133.0,2.8,3.2
Juste entre nous,9.0,22.0,2.4,2.6
Kadosh Sacre,11.0,88.0,3.9,3.7
Kamchatka,13.0,32.0,3.4,3.3
Katanga Business,11.0,15.0,3.1,3.1
Kekexili,18.0,96.0,3.7,3.6
Khodorkovski,15.0,39.0,3.7,3.3
Kiss kiss (Bang Bang),12.0,192.0,2.3,3.2
L'Affaire Cicéron,1.0,233.0,5.0,4.0
L'Afrance,13.0,9.0,3.8,2.7
L'Amour- et après,12.0,17.0,3.0,2.5
L'Ange de goudron,2.0,5.0,3.0,3.2
L'Arche de Noë,3.0,7.0,1.7,3.3
L'Autre,14.0,17.0,3.6,3.2
L'autre monde,15.0,4.0,2.9,2.9
L'Encerclement,11.0,25.0,3.3,3.6
L'Enterrement du soleil,1.0,11.0,4.0,3.2
L'Envol,11.0,21.0,3.0,3.1
L'Epine dans le coeur,19.0,52.0,3.8,3.6
L'Equilibre de la terreur,16.0,29.0,1.9,2.3
L'Eté des poissons volants,13.0,46.0,3.5,2.9
L'Expérience Blocher,18.0,30.0,3.6,3.3
L'Hiver dernier,17.0,102.0,3.1,2.7
L'Homme à la peau de serpent,3.0,115.0,3.3,3.8
L'Homme de la Riviera,11.0,70.0,2.9,2.6
L'homme qui viendra,11.0,11.0,2.5,3.4
L'intrus,22.0,33.0,3.6,2.6
L'Investigateur (The Investigator),5.0,69.0,3.6,2.8
L'Occitanienne,9.0,11.0,2.9,3.2
L'Oeil invisible,12.0,88.0,2.9,2.3
L'Ombre du vampire,17.0,163.0,2.5,2.7
L'Oracle,6.0,17.0,3.0,3.5
L'Un contre l'autre,21.0,76.0,3.6,2.7
La Bande des Jotas,14.0,18.0,1.8,2.6
La Belle endormie,1.0,23.0,4.0,2.7
La Braconne,18.0,109.0,3.6,3.0
La buena vida,12.0,24.0,3.0,3.5
La Cage,13.0,3.0,2.8,2.8
La Chair de ma chair,11.0,14.0,2.6,3.1
La Chine,1.0,15.0,5.0,3.1
La Couleur du paradis,19.0,13.0,3.5,3.0
La Dernière fois que j'ai vu Macao,13.0,40.0,3.5,2.6
La Dernière nuit,4.0,7.0,1.0,2.8
La Deviniere,15.0,5.0,4.0,3.1
La Double Enigme,1.0,47.0,4.0,3.7
La Duchesse de Varsovie,14.0,40.0,2.9,3.4
La Faute à Fidel,18.0,294.0,3.3,2.9
La femme de Gilles,15.0,98.0,3.5,2.9
La Femme invisible,11.0,127.0,2.9,2.4
La Femme sans tête,16.0,60.0,3.1,2.3
La Fiancée syrienne,17.0,192.0,3.6,3.5
La Fièvre de l'or,9.0,18.0,3.0,3.3
La Fille et le fleuve,7.0,1.0,2.9,3.0
La Fille Publique,6.0,29.0,3.0,3.5
La Flibustière des Antilles,5.0,59.0,4.6,3.6
La Forêt oubliée,22.0,21.0,3.0,2.7
La Forteresse,3.0,8.0,3.7,3.3
La Grâce,13.0,56.0,3.4,3.6
La Grande combine,1.0,84.0,5.0,3.6
La guerre à Paris,19.0,21.0,3.0,2.4
La Guerre dans le haut pays,1.0,33.0,3.0,2.4
La Légende de Parva,9.0,17.0,2.9,2.5
La Maison de sable,14.0,9.0,3.1,3.4
La maison jaune,15.0,31.0,3.7,3.4
La Maison Nucingen,12.0,18.0,2.3,2.3
La Mosquitera,12.0,19.0,2.5,2.8
La Mouette et le chat,11.0,139.0,3.4,3.7
La Neige tombait sur les cèdres,9.0,94.0,3.0,3.6
La Noce,21.0,29.0,3.3,3.4
La Nourrice,5.0,10.0,3.6,2.9
La Pelote basque : la peau contre la pierre,12.0,5.0,2.7,3.0
La Petite Chambre,15.0,71.0,3.0,3.5
La plage noire,18.0,5.0,3.2,2.8
La Porte de l'enfer,1.0,44.0,5.0,3.2
La Princesse et le guerrier,12.0,16.0,2.8,3.3
La Ruée vers l'art,10.0,49.0,2.9,2.1
La Sirga,15.0,35.0,3.4,3.0
La Soupe au canard,3.0,398.0,4.0,3.5
La Stratégie du choc,14.0,124.0,2.4,3.7
La Terre et l'ombre,24.0,114.0,3.7,3.5
La Tête ailleurs,7.0,21.0,3.0,3.3
La Tête dans le carton à chapeaux,15.0,78.0,3.7,3.4
La Tour de Guet,9.0,32.0,3.1,3.5
La Ville Est Tranquille,21.0,83.0,3.7,3.7
Lagerfeld Confidentiel,17.0,100.0,3.1,3.2
Lantana,12.0,225.0,4.1,3.3
Last Night,10.0,31.0,3.6,3.2
Layla,13.0,33.0,3.2,3.1
Le 4ème morceau de la femme coupée en 3,14.0,56.0,3.3,2.2
Le Bleu des villes,18.0,27.0,3.6,3.3
Le Bonheur d'Emma,17.0,129.0,3.3,3.7
Le Cerf-volant,15.0,35.0,3.1,3.4
Le Chant d'une île,12.0,10.0,3.8,3.0
Le Cheval de Saint Nicolas,12.0,30.0,3.2,3.3
Le Cheval de vent,14.0,5.0,4.0,3.1
Le Costard,8.0,3.0,3.0,3.0
Le Coup de l'escalier,2.0,70.0,4.5,3.5
Le Couvent,11.0,95.0,2.5,2.2
Le Cri,7.0,65.0,4.1,3.7
Le Cygne du destin,6.0,23.0,2.5,3.2
Le Deal,1.0,24.0,2.0,2.9
Le Déjeuner du 15 août,19.0,359.0,3.8,2.9
Le Dernier signe,15.0,80.0,2.1,1.6
Le Détective,1.0,26.0,4.0,3.0
Le Dossier Toroto,1.0,6.0,1.0,2.8
Le Fantôme de Sarah Williams,11.0,27.0,2.7,3.0
Le Feu Sacré,9.0,15.0,3.7,3.5
Le Fleuve,3.0,137.0,4.3,3.8
Le Fleuve sauvage,1.0,81.0,4.0,4.0
Le Fossé,12.0,50.0,3.8,3.4
Le Gourou et les femmes,10.0,65.0,2.5,2.7
Le Grand amour,1.0,83.0,4.0,3.8
Le Grand couteau,1.0,40.0,5.0,3.2
Le Jardinier qui voulait être Roi,3.0,35.0,3.3,2.8
Le Jour où je suis devenue femme,18.0,8.0,3.8,3.2
Le Manteau,2.0,22.0,4.0,3.2
Le Manuscrit trouvé à Saragosse,2.0,35.0,5.0,3.7
Le Monde merveilleux d'Impy,9.0,14.0,2.4,2.9
Le Monde vivant,16.0,42.0,3.8,2.9
Le Mur invisible,2.0,74.0,3.5,3.7
Le Nuage,8.0,3.0,3.1,2.8
Le P'tit curieux,5.0,16.0,2.6,2.9
Le pacte du silence,13.0,42.0,2.5,2.6
Le Petit chat curieux (Komaneko),7.0,28.0,3.4,3.4
Le Port de l'angoisse,3.0,619.0,4.7,3.8
Le Premier venu,22.0,135.0,3.8,2.7
Le Printemps de Téhéran - l'histoire d'une révolution 2.0,14.0,15.0,3.1,3.3
Le Procès d'Oscar Wilde,8.0,11.0,3.3,3.2
Le Prochain Film,13.0,88.0,3.2,2.4
Le Quattro Volte,17.0,113.0,3.9,2.7
Le Regard de Georges Brassens,10.0,34.0,3.4,3.8
Le Retour de l'idiot,15.0,1.0,3.7,3.0
Le Roman de ma femme,17.0,83.0,2.6,2.3
Le Roman de Renart,2.0,29.0,5.0,3.2
Le Secret de Kanwar,12.0,38.0,3.3,3.3
Le Secret du bayou,10.0,21.0,2.9,3.4
Le Serment de Tobrouk,12.0,171.0,1.7,1.2
Le Silence,20.0,48.0,3.7,2.7
Le Silence avant Bach,8.0,17.0,3.6,2.7
Le Soleil se lève aussi,13.0,29.0,2.9,3.0
Le Songe de la lumiere,2.0,16.0,3.5,3.5
Le Sourire de ma mère,18.0,34.0,4.2,3.5
Le sourire du clown,8.0,4.0,2.8,2.8
Le Stade de Wimbledon,18.0,22.0,3.7,2.6
Le Talisman,8.0,227.0,2.5,1.6
Le Temps des grâces,11.0,64.0,3.8,3.6
Le Trésor,24.0,153.0,3.8,3.1
Le Veau d'or,8.0,11.0,2.9,3.0
Le Vent nous emportera,18.0,141.0,4.4,3.3
Le Voleur de Bagdad,3.0,87.0,4.3,3.8
Le Voyage de Monsieur Crulic,11.0,28.0,4.0,3.6
Le voyage du directeur des ressources humaines,19.0,115.0,2.9,3.2
Le Voyage en Arménie,20.0,391.0,3.6,2.6
Leçons de ténèbres,13.0,4.0,3.5,2.8
Leïla,6.0,1.0,2.7,2.9
Lena (Lose Myself),13.0,20.0,2.5,3.0
"Léo en jouant ""Dans la compagnie des hommes""",13.0,33.0,3.5,3.0
Les 11 Fioretti de François d'Assise,2.0,39.0,4.0,3.5
Les Acacias,21.0,361.0,4.0,3.2
Les Adversaires,8.0,63.0,2.8,2.5
Les Amants du cercle polaire,10.0,228.0,3.2,2.5
Les Amants Traqués,1.0,8.0,5.0,3.4
Les amitiés invisibles,10.0,11.0,2.9,2.7
Les Animaux Farfelus,4.0,3.0,4.0,3.1
Les Aventures de Don Quichotte,7.0,16.0,2.9,2.5
Les Baigneuses,11.0,7.0,2.5,2.9
Les Boys,1.0,16.0,4.0,3.3
Les Chebabs de Yarmouk,7.0,20.0,3.6,3.3
Les Chimpanzés de l'espace 2,2.0,145.0,1.0,1.8
Les Clefs de la maison,14.0,85.0,4.1,3.5
Les Couilles de l'éléphant,13.0,6.0,3.0,3.3
Les Deux chevaux de Gengis Khan,11.0,34.0,2.9,3.7
Les Enfants d'Abraham,10.0,38.0,2.8,2.7
Les Etats-Unis d'Albert,11.0,20.0,3.1,2.9
Les Folles inventions de M. Bricolo,3.0,5.0,4.0,2.9
Les Fugueurs,12.0,26.0,2.3,2.9
Les Gens honnêtes vivent en France,13.0,9.0,2.2,2.6
Les Guerriers de la beauté,4.0,1.0,3.5,3.0
Les Héros,18.0,14.0,3.5,3.0
Les Infortunes de la beauté,5.0,7.0,2.8,2.6
Les Irréductibles,19.0,407.0,2.7,2.2
Les Larmes de Madame Wang,16.0,49.0,3.8,2.9
Les Larmes du Tigre Noir,11.0,49.0,3.6,3.6
Les LIP- l'imagination au pouvoir,13.0,76.0,3.8,3.6
Les Marins perdus,14.0,30.0,2.9,3.0
Les Mauvais joueurs,17.0,93.0,3.5,2.8
Les Messagers,7.0,7.0,3.4,3.2
Réussir sa vie,12.0,25.0,3.3,3.1
Private,14.0,9.0,3.5,3.0
Promesses,14.0,24.0,4.0,3.5
Providence,2.0,116.0,4.5,3.6
Quand Souffle le vent,3.0,23.0,3.7,3.6
Royal bonbon,13.0,7.0,3.2,3.2
Sablé-sur-Sarthe- Sarthe,1.0,1.0,3.0,3.1
Sac d'embrouilles,5.0,9.0,2.2,2.7
Sangue del mio sangue,16.0,34.0,3.6,2.9
Sauna on Moon,9.0,30.0,3.1,3.1
Sempre vivu ! (Qui a dit que nous étions morts ?),12.0,46.0,3.0,2.6
Serbie- année zéro,10.0,4.0,3.5,2.7
Seule la mort peut m'arrêter,21.0,144.0,3.6,2.4
Shadows,1.0,262.0,5.0,3.7
Royal bonbon,13.0,7.0,3.2,3.2
Sablé-sur-Sarthe- Sarthe,1.0,1.0,3.0,3.1
Sac d'embrouilles,5.0,9.0,2.2,2.7
Sangue del mio sangue,16.0,34.0,3.6,2.9
Singapore Sling,8.0,19.0,2.8,3.3
So British 2,3.0,1.0,3.7,3.1
Soap,11.0,18.0,2.6,3.3
Solas,15.0,8.0,3.7,3.2
Sempre vivu ! (Qui a dit que nous étions morts ?),12.0,46.0,3.0,2.6
Serbie- année zéro,10.0,4.0,3.5,2.7
Seule la mort peut m'arrêter,21.0,144.0,3.6,2.4
Shadows,1.0,262.0,5.0,3.7
Shanghaï Belleville,6.0,16.0,2.5,3.4
Shanghai Express,1.0,67.0,5.0,3.8
Shimkent hotel,12.0,7.0,2.6,2.9
Shiqi sui de dan che,18.0,108.0,3.8,3.7
Stormy Weather,13.0,26.0,3.4,2.9
Substitute,18.0,93.0,3.7,2.5
Sueurs,15.0,92.0,2.2,2.2
Super Papa,6.0,44.0,2.5,2.7
Sur la trace du serpent,15.0,27.0,3.1,3.0
So British 2,3.0,1.0,3.7,3.1
Soap,11.0,18.0,2.6,3.3
Solas,15.0,8.0,3.7,3.2
Solo pour une blonde,3.0,20.0,3.7,2.8
Soudain- le 22 mai,11.0,25.0,2.2,2.7
Souvenirs mortels,13.0,52.0,2.9,2.4
Stormy Weather,13.0,26.0,3.4,2.9
Substitute,18.0,93.0,3.7,2.5
Sur la trace du serpent,15.0,27.0,3.1,3.0
The Dirty Picture,8.0,21.0,3.2,2.8
Thé et sympathie,2.0,53.0,4.0,3.5
The Fighting Temptations,10.0,77.0,2.6,3.5
The Food Guide to Love,3.0,62.0,1.7,2.3
Tapis Rouge,5.0,7.0,3.2,3.3
The Assassination of Richard Nixon,15.0,565.0,2.7,2.9
The Dirty Picture,8.0,21.0,3.2,2.8
Thé et sympathie,2.0,53.0,4.0,3.5
The Fighting Temptations,10.0,77.0,2.6,3.5
The Food Guide to Love,3.0,62.0,1.7,2.3
The Major,16.0,99.0,3.5,3.4
The Mend,6.0,9.0,3.2,3.2
Tikkoun,11.0,24.0,3.6,2.8
Timgad,9.0,17.0,2.9,3.4
Tinghir-Jerusalem- les échos du Mellah,5.0,9.0,2.6,3.3
Tiresia,14.0,94.0,4.1,3.2
The Red Riding Trilogy - 1980,7.0,143.0,3.7,3.4
The Sea is behind,9.0,6.0,2.6,3.2
Trap street,12.0,47.0,3.4,3.2
Travail au noir,3.0,72.0,5.0,3.7
Très bien- merci,25.0,609.0,4.2,2.4
The Very Black Show,16.0,38.0,3.5,3.5
Thelma,12.0,8.0,3.0,3.0
Ulzhan,17.0,75.0,2.8,3.2
Un an,12.0,10.0,2.5,2.5
Un Año sin amor,16.0,25.0,3.1,3.1
Toast,9.0,145.0,2.3,3.2
Together,17.0,49.0,3.5,3.7
Tokyo Fist,14.0,94.0,3.4,3.5
Tomcats,2.0,192.0,2.5,2.8
Top chronos,11.0,99.0,2.3,2.5
Topsy-Turvy,21.0,19.0,3.6,3.1
Toreros,7.0,6.0,2.4,2.8
Tôt ou tard,10.0,8.0,2.9,3.0
Toto et ses Soeurs,12.0,69.0,4.1,4.0
Tourbillon,10.0,24.0,3.3,2.4
Toutes les filles pleurent,22.0,76.0,2.3,1.7
Toutes les nuits,13.0,12.0,3.8,3.3
Trabalhar Cansa,15.0,18.0,2.8,3.0
Trafic d'influence,8.0,573.0,2.5,1.5
Un roman policier,17.0,43.0,2.9,2.4
Un si beau voyage,12.0,22.0,3.3,3.2
Un si doux visage,1.0,183.0,5.0,3.8
Un Soupçon de rose,6.0,42.0,2.7,3.2
Tricheuse,9.0,125.0,1.9,1.8
Trois chambres à Manhattan,4.0,22.0,3.8,3.1
Trois saisons,11.0,30.0,3.2,3.7
Tsili,11.0,21.0,2.1,2.7
Tuvalu,15.0,10.0,3.0,3.3
Twist,14.0,24.0,3.0,3.2
U2 3D,1.0,203.0,3.0,3.6
Ulzhan,17.0,75.0,2.8,3.2
Un an,12.0,10.0,2.5,2.5
Un Año sin amor,16.0,25.0,3.1,3.1
Vagues invisibles,14.0,54.0,3.4,2.8
Valse pour Monica,13.0,66.0,3.0,3.7
Un Jour en septembre,19.0,54.0,3.2,3.8
Un mariage à Boston,4.0,29.0,5.0,3.4
Un roman policier,17.0,43.0,2.9,2.4
Un si beau voyage,12.0,22.0,3.3,3.2
Un si doux visage,1.0,183.0,5.0,3.8
Un Soupçon de rose,6.0,42.0,2.7,3.2
Vigo- histoire d'une passion,5.0,6.0,2.8,2.7
Violences a Park Row,3.0,18.0,4.3,3.5
Une belle journée,16.0,115.0,3.5,3.2
Une Chinoise,12.0,44.0,3.3,2.9
Une famille brésilienne,18.0,260.0,3.2,3.1
Une Femme d'exterieur,15.0,31.0,3.8,2.6
Voyage en famille,16.0,36.0,3.8,3.1
Voyage en Italie,2.0,228.0,5.0,3.6
Voyageurs et magiciens,12.0,25.0,3.1,3.5
Voyance et manigance,14.0,52.0,2.6,2.3
Une nouvelle ère glaciaire,12.0,4.0,2.9,3.2
Une Pure coïncidence,19.0,13.0,4.2,3.2
Une souris verte...,4.0,66.0,2.5,2.4
Une Visite au Louvre,5.0,11.0,4.6,2.7
Welcome in Vienna - Partie 3 : Welcome in Vienna,12.0,52.0,4.7,4.0
What Richard Did,13.0,88.0,2.8,2.9
Vagues invisibles,14.0,54.0,3.4,2.8
Valse pour Monica,13.0,66.0,3.0,3.7
Vendredi soir,23.0,75.0,4.0,2.5
Ventos de Agosto,10.0,20.0,3.0,3.0
Vers où Israël ?,4.0,5.0,3.8,3.0
Vic + Flo ont vu un ours,15.0,55.0,3.3,2.7
Yema,12.0,57.0,3.7,3.6
Yuki & Nina,19.0,90.0,3.6,2.8
Zombies: the beginning,1.0,22.0,4.0,2.4
108  Cuchillo de Palo,10.0,14.0,3.5,3.4
2 secondes,14.0,3.0,2.9,3.1
Welcome in Vienna - Partie 3 : Welcome in Vienna,12.0,52.0,4.7,4.0
36 vues du Pic Saint-Loup,19.0,54.0,3.2,2.6
7 chants de la Toundra,12.0,7.0,3.8,3.0
Women Without Men,18.0,73.0,3.1,3.2
